book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
281 and Beyond,VVS Laxman,4.5,204,12.08,1049,Very Long (10+ hrs),General
Kulfi and Cappuccino (Hindi Edition),Ashish Chaudhary,4.2,94,8.05,572,Long (6-10 hrs),Romantic Comedy
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,4.3,3136,11.29,770,Very Long (10+ hrs),Adventurers
Thinkertoys: A Handbook of Creative-Thinking Techniques,Michael Michalko,4.5,283,13.63,852,Very Long (10+ hrs),Creativity
How to Be a Woman,Caitlin Moran,4.1,1733,8.23,524,Long (6-10 hrs),English
The Witches,Roald Dahl,4.8,12,7.41,268,Medium (3-6 hrs),Fiction Classics for Children
The Seven Basic Plots: Why We Tell Stories,Christopher Booker,4.3,192,14.12,2338,Very Long (10+ hrs),Folklore & Mythology Studies
Brainstorm: The Power and Purpose of the Teenage Brain,Daniel J. Siegel,4.6,497,8.31,648,Very Long (10+ hrs),Adolescent Psychology
Mind Without Fear,Rajat Gupta,4.5,154,10.07,668,Very Long (10+ hrs),Biographies of Business Leaders
A Head Full of Ghosts,Paul Tremblay,4.0,1323,16.0,529,Long (6-10 hrs),Ghost Horror Fiction
Girl Decoded: My Quest to Make Technology Emotionally Intelligent - and Change the Way We Interact Forever,Rana el Kaliouby,4.9,38,10.7,703,Very Long (10+ hrs),Technology & Society
The Facebook Effect: The Inside Story of the Company That Is Connecting the World,David Kirkpatrick,4.4,145,10.07,938,Very Long (10+ hrs),Social Media
It's Not All Downhill from Here: A Novel,Terry McMillan,4.7,1115,12.11,609,Very Long (10+ hrs),African American Literature
The Communist Manifesto: Penguin Classics,Friedrich Engels,4.3,3086,10.7,452,Long (6-10 hrs),Communism & Socialism
RSS: A View to the Inside,Walter Andersen,4.2,94,10.59,762,Very Long (10+ hrs),Elections & Political Process
The Night Circus,Erin Morgenstern,4.4,7387,10.7,819,Very Long (10+ hrs),Contemporary Fiction (Books)
The Night Circus,Erin Morgenstern,4.4,7387,10.7,819,Very Long (10+ hrs),Contemporary Fiction (Books)
Memory Man,David Baldacci,4.5,12149,3.89,796,Very Long (10+ hrs),Private Investigator Mysteries
"We Are Legion (We Are Bob): Bobiverse, Book 1",Dennis E. Taylor,4.6,1671,8.05,596,Long (6-10 hrs),First Contact Science Fiction
"Until the End of Time: Mind, Matter, and Our Search for Meaning in an Evolving Universe",Brian Greene,4.6,529,10.7,876,Very Long (10+ hrs),General
Transcend: The New Science of Self-Actualization,Scott Barry Kaufman,4.7,75,12.11,614,Very Long (10+ hrs),Humanistic Psychology
Renewal: A Little Book of Courage & Hope,Eknath Easwaran,4.5,2,1.96,23,Short (under 3 hrs),General
Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,4.5,739,4.23,178,Short (under 3 hrs),General
"The Mixer: The Story of Premier League Tactics, from Route One to False Nines",Michael Cox,4.7,316,117.4,864,Very Long (10+ hrs),General
"Growth Hacker Marketing: A Primer on the Future of PR, Marketing, and Advertising",Ryan Holiday,4.3,965,3.95,137,Short (under 3 hrs),Public Relations
Biofeedback and Mindfulness in Everyday Life: Practical Solutions for Improving Your Health and Performance,Inna Khazan PhD,4.8,8,8.47,744,Very Long (10+ hrs),Stress Management
You Are the Best Friend ,Ajay K Pandey,4.6,1253,8.05,329,Medium (3-6 hrs),General
The Glass Hotel,Emily St. John Mandel,4.1,881,3.89,628,Very Long (10+ hrs),Dystopian Science Fiction
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.8,3504,16.12,1360,Very Long (10+ hrs),Emigration & Immigration Studies
Red Rising,Pierce Brown,4.6,5271,14.12,972,Very Long (10+ hrs),Adventure Science Fiction
7 Secrets of the Goddess: The Hindu Trinity Series,Devdutt Pattanaik,4.4,111,6.04,278,Medium (3-6 hrs),General
Then She Was Gone,Lisa Jewell,4.5,7815,10.7,613,Very Long (10+ hrs),Crime Thrillers
The Motivation Myth: How High Achievers Really Set Themselves Up to Win,Jeff Haden,4.5,180,9.08,390,Long (6-10 hrs),Business Careers
Life in the Fasting Lane: How to Make Intermittent Fasting a Lifestyle - and Reap the Benefits of Weight Loss and Better Health,Dr. Jason Fung,4.6,506,8.76,455,Long (6-10 hrs),Weight Loss Diets
Karna's Wife: The Outcast's Queen,Kavita Kane,4.3,355,10.07,789,Very Long (10+ hrs),General
"Insecure in Love: How Anxious Attachment Can Make You Feel Jealous, Needy, and Worried and What You Can Do About It",Leslie Becker-Phelps PhD,4.6,314,9.88,379,Long (6-10 hrs),Parenting Teenagers
"Good Morning, Good Life: 5 Simple Habits to Master Your Mornings and Upgrade Your Life",Amy Schmittauer Landino,4.7,178,8.05,300,Medium (3-6 hrs),Time Management
The 108 Upanishads: An Introduction,Roshen Dalal,5.0,2,15.13,997,Very Long (10+ hrs),General
The Outward Mindset: Seeing Beyond Ourselves,The Arbinger Institute,4.7,322,6.04,262,Medium (3-6 hrs),Workplace Culture
The Wife Between Us,Sarah Pekkanen,4.3,4211,3.89,673,Very Long (10+ hrs),Psychological Fiction
The Feminine Mystique,Betty Friedan,4.7,445,14.11,941,Very Long (10+ hrs),Women's Studies
The Art of War: The Art of Strategy,Sun Tzu,4.3,224,3.23,46,Short (under 3 hrs),Classic Literature
Underworld: The Mysterious Origins of Civilization,Graham Hancock,4.5,198,16.12,1893,Very Long (10+ hrs),Ancient History (Books)
The Theory of Everything: The Quest to Explain All Reality,Don Lincoln,3.0,1,14.11,741,Very Long (10+ hrs),General
Aapka Bhavishya Aapke Haath Mein [Forge Your Future],A P J Abdul Kalam,4.5,138,8.05,405,Long (6-10 hrs),Self-Esteem
War and Peace: BBC Radio 4 full-cast dramatisation,Leo Tolstoy,5.0,4,10.7,578,Long (6-10 hrs),Russian Literature
Mumbai Avengers,S. Hussain Zaidi,3.8,147,10.07,615,Very Long (10+ hrs),Espionage Thrillers
The Dip,Seth Godin,4.3,898,3.2,32,Short (under 3 hrs),Time Management
If God Was a Banker,Ravi Subramanian,4.1,222,8.05,555,Long (6-10 hrs),General
Miss Lonelyhearts,Nathanael West,4.2,69,8.86,179,Short (under 3 hrs),Literary Fiction
"Winnie-the-Pooh: A.A. Milne's Pooh Classics, Volume 1",A. A. Milne,4.7,900,5.64,166,Short (under 3 hrs),Bears Fiction for Children
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,5424,10.7,359,Medium (3-6 hrs),Crime Action Fiction
The Pregnant King,Devdutt Pattanaik,4.5,140,12.11,677,Very Long (10+ hrs),Religion & Philosophy
The Thank You Economy,Gary Vaynerchuk,4.6,314,125.04,341,Medium (3-6 hrs),Customer Service
You Are Born to Blossom,A.P.J Abdul Kalam,4.6,408,6.04,234,Medium (3-6 hrs),General
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus,4.6,148,7.05,431,Long (6-10 hrs),General
The Greatest Ode to Lord Ram: Tulsidas's Ramcharitmanas; Selections & Commentaries,Pavan K. Varma,4.2,4,10.07,766,Very Long (10+ hrs),Ancient
As the Crow Flies,Jeffrey Archer,4.6,1446,3.89,1242,Very Long (10+ hrs),Urban Fiction
True Love: A Practice for Awakening the Heart,Thich Nhat Hanh,4.8,577,4.54,28,Short (under 3 hrs),Tibetan Buddhism
Making the Gods Work for You: The Astrological Language of the Psyche,Caroline W. Casey,4.6,32,4.94,189,Medium (3-6 hrs),General
The Science of Storytelling,Will Storr,4.5,209,14.12,411,Long (6-10 hrs),Playwriting
"How to Analyze People: The Ultimate Guide to Speed Reading People Through Behavioral Psychology, Analyzing Body Language, Understand What Every Person is Saying Using Emotional Intelligence, Dark.",Robert Leary,3.1,9,6.04,183,Medium (3-6 hrs),General
Beyond Mars and Venus: Relationship Skills for Today's Complex World,John Gray,4.6,145,8.05,584,Long (6-10 hrs),Marriage
Kick Ass with Mel Robbins: Life-Changing Advice from the Author of “The 5 Second Rule”,Mel Robbins,4.3,6,12.08,385,Long (6-10 hrs),Personal Success in Business
"How to Listen to and Understand Great Music, 3rd Edition",Robert Greenberg,4.6,11,24.19,2194,Very Long (10+ hrs),General
"Cometh the Hour: The Clifton Chronicles, Book 6",Jeffrey Archer,4.4,4512,3.89,783,Very Long (10+ hrs),Fiction Sagas
"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,4.4,646,15.13,1042,Very Long (10+ hrs),Cosmology
Minecraft: The Voyage,Jason Fry,4.7,120,10.7,526,Long (6-10 hrs),Children's Literature & Fiction (Books)
"Music Theory: How to Understand and Learn Music for Guitar, Piano and Others Musical Instruments",Woody Morgan,3.4,13,8.05,326,Medium (3-6 hrs),Music Instruction & Technique
33 Strategies of War,Robert Greene,4.2,4,9.88,1650,Very Long (10+ hrs),Communication & Social Skills
War and Peace: Penguin Classics,Leo Tolstoy,4.3,1233,10.7,4036,Very Long (10+ hrs),General
Romancing with Life: An Autobiography,Dev Anand,4.2,83,10.59,789,Very Long (10+ hrs),Biographies of Celebrities & Entertainment Professionals
The Great Depression: A Diary,James Ledbetter,4.5,80,12.08,744,Very Long (10+ hrs),General
When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,4.7,2116,9.08,344,Medium (3-6 hrs),Tibetan Buddhism
Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,4.5,1276,9.88,1187,Very Long (10+ hrs),General
Regarding the Pain of Others,Susan Sontag,4.6,132,2.81,171,Short (under 3 hrs),General
The Dark Side of the Light Chasers,Debbie Ford,4.7,486,7.05,486,Long (6-10 hrs),Freudian Theory
Hopeless,Colleen Hoover,4.6,9230,10.07,754,Very Long (10+ hrs),General
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,6023,8.23,356,Medium (3-6 hrs),Cooking
The Haunting of Hill House,Shirley Jackson,4.3,2581,7.05,447,Long (6-10 hrs),Horror Fiction
Legal Eagles: Stories of the Top Seven Indian Lawyers,Indu Bhan,4.1,137,10.59,446,Long (6-10 hrs),Judicial Systems
Finish: Give Yourself the Gift of Done,Jon Acuff,4.7,525,9.08,298,Medium (3-6 hrs),Business Motivation & Self-Improvement
"Cruel Prince: Royal Hearts Academy, Book 1",Ashley Jade,4.7,256,12.11,668,Very Long (10+ hrs),General
The Story of Philosophy: The Lives and Opinions of the Greater Philosophers,Will Durant,4.5,508,12.7,1167,Very Long (10+ hrs),General
The Field,Lynne McTaggart,4.5,666,5.64,138,Short (under 3 hrs),Science
Jeet Ke Mantra [Mantras of Victory]: Safalta Ke Rahasya [Secret of Success],Pushpesh Pant,2.4,3,2.81,17,Short (under 3 hrs),Personal Success
Feminism Is for Everybody: Passionate Politics,bell hooks,4.4,183,6.04,269,Medium (3-6 hrs),African American Demographic Studies
Machine Learning: The New AI: The MIT Press Essential Knowledge Series,Ethem Alpaydi,4.0,96,7.06,264,Medium (3-6 hrs),History of Technology
Inward,Yung Pueblo,4.8,1492,4.8,17,Short (under 3 hrs),Caribbean & Latin American Literature
"The Visitor: Jack Reacher, Book 4",Lee Child,4.5,5134,13.17,857,Very Long (10+ hrs),Vigilante Fiction
Marriage for One,Ella Maise,4.4,127,12.08,948,Very Long (10+ hrs),Romantic Comedy
Kashmirnama (Hindi Edition),Ashok Kumar Pandey,4.5,173,14.11,1280,Very Long (10+ hrs),General
"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,4.4,503,142.92,504,Long (6-10 hrs),General
Olympus: An Indian Retelling of the Greek Myths,Devdutt Pattanaik,4.3,167,10.59,503,Long (6-10 hrs),Fairy Tale Fantasy
Pretty Reckless,L.J. Shen,4.7,590,10.07,655,Very Long (10+ hrs),General
SPQR: A History of Ancient Rome,Mary Beard,4.4,1967,6.86,1110,Very Long (10+ hrs),Ancient & Classical Roman History
"Bedtime Stories for Kids: Meditations Stories for Kids with Dragons, Aliens, Dinosaurs, and Unicorn: Help Your Children Asleep: Sleep Feeling Calm.... Fables & Christmas Stories for 365 Days)",Mamalla Noble,2.5,2,12.08,1451,Very Long (10+ hrs),Audiobooks on Bedtime & Dreaming for Children
Guide (Hindi Edition),R.K. Narayan,4.6,23,8.05,522,Long (6-10 hrs),Literary History & Criticism
"Just. You. Wait.: Patience, Contentment, and Hope for the Everyday",Tricia Lott Williford,4.9,23,7.06,296,Medium (3-6 hrs),Christian Death & Grief
Words That Change Minds: The 14 Patterns for Mastering the Language of Influence,Shelle Rose Charvet,4.4,568,8.05,598,Long (6-10 hrs),Business Writing
KIZUMONOGATARI: Wound Tale,NISIOISIN,4.9,496,12.1,572,Long (6-10 hrs),Light Novels (Ranobe) for Teens
The Beginner's Guide to Stoicism: Tools for Emotional Resilience & Positivity,Matthew J. Van Natta,4.6,233,6.04,187,Medium (3-6 hrs),Greek & Roman Philosophy
Who Says Elephants Can't Dance?: Inside IBM's Historic Turnaround,Louis V. Gerstner Jr.,4.4,219,131.0,509,Long (6-10 hrs),Leadership
The Clash of Civilizations?,Samuel P. Huntington,4.0,92,0.78,16,Short (under 3 hrs),United States Politics & Government
Blasphemy: The Trial of Danesh Masih,Osman Haneef,4.9,13,8.05,435,Long (6-10 hrs),Legal Thrillers
Bring Up the Bodies,Hilary Mantel,4.5,4259,12.43,873,Very Long (10+ hrs),Fiction Sagas
The Power is Within You,Louise L. Hay,4.7,745,8.47,430,Long (6-10 hrs),New Thought Spirituality
Lincoln in the Bardo,George Saunders,3.7,2255,6.86,445,Long (6-10 hrs),General
Mastering Fear: A Navy SEAL's Guide,Brandon Webb,4.8,98,9.08,293,Medium (3-6 hrs),Special Forces Military History
"Why Zebras Don't Get Ulcers: The Acclaimed Guide to Stress, Stress-Related Diseases, and Coping - Now Revised and Updated",Robert M. Sapolsky,4.6,779,15.53,1036,Very Long (10+ hrs),Stress Management
Humanocracy: Creating Organizations as Amazing as the People Inside Them,Gary Hamel,4.7,17,11.3,674,Very Long (10+ hrs),Negotiating
Titan: Inside India's Most Successful Consumer Brand,Vinay Kamath,4.4,42,8.05,420,Long (6-10 hrs),Business & Careers
Hyperion,Dan Simmons,4.4,1410,10.08,1244,Very Long (10+ hrs),Space Opera Science Fiction
The Story of My Life,Helen Keller,4.4,971,6.04,262,Medium (3-6 hrs),General
Slow Sex: The Art and Craft of the Female Orgasm,Nicole Daedone,4.3,162,6.02,464,Long (6-10 hrs),Sex Instruction
"The Spy Chronicles: RAW, ISI and the Illusion of Peace",A.S Dulat,3.9,275,8.05,513,Long (6-10 hrs),General
Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,E. L. James,4.3,20842,13.17,1189,Very Long (10+ hrs),Women's Fiction
Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,E. L. James,4.3,20842,13.17,1189,Very Long (10+ hrs),Women's Fiction
One Small Step Can Change Your Life: The Kaizen Way to Success,Dr. Robert Maurer,4.6,673,21.37,437,Long (6-10 hrs),Business Motivation & Self-Improvement
Make Him BEG for Your Attention: 75 Communication Secrets for Captivating Men to Get the Love and Commitment You Deserve,Bruce Bryans,4.0,146,2.81,58,Short (under 3 hrs),Etiquette Guides
The Winning Way: Learnings from Sport Managers,Anita Bhogle,4.4,102,8.05,345,Medium (3-6 hrs),Business Management
How to Enjoy Your Life and Your Job,Dale Carnegie,4.3,306,8.05,333,Medium (3-6 hrs),Personal Success
Indica: A Deep Natural History of the Indian Subcontinent,Pranay Lal,4.7,204,10.59,720,Very Long (10+ hrs),Geology
Gardens of the Moon: The Malazan Book of the Fallen 1,Ralph Lister,4.1,1412,13.17,1562,Very Long (10+ hrs),General
The 12 Week Year: Get More Done in 12 Weeks Than Others Do in 12 Months,Brian P. Moran,4.7,1126,7.9,317,Medium (3-6 hrs),Business Management
2 States: The Story of My Marriage,Chetan Bhagat,4.4,1077,6.84,503,Long (6-10 hrs),General
Penthouse: A Collection of Erotic Bedtime Stories,The Editors of Penthouse Magazine,3.7,12,12.07,532,Long (6-10 hrs),Erotic Romance
On War,Carl Von Clausewitz,3.6,178,23.72,682,Very Long (10+ hrs),Military Strategy
The Gray Man,Mark Greaney,4.3,1819,10.07,671,Very Long (10+ hrs),Political Thrillers
Is Your Thinking Keeping You Poor?: 50 Ways the Rich Think Differently,Douglas Kruger,4.7,21,4.24,406,Long (6-10 hrs),Money Management
Mindfulness in Plain English,Bhante Henepola Gunaratana,4.7,10,8.05,372,Long (6-10 hrs),Theravada Buddhism
Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,4.4,625,15.13,922,Very Long (10+ hrs),Cosmology
My Not So Perfect Life,Sophie Kinsella,4.4,1746,10.7,718,Very Long (10+ hrs),Women's Fiction
Anne Frank and Me,Cherie Bennett,4.6,16,8.05,477,Long (6-10 hrs),Time Travel Fiction for Teens
World Order: Reflections on the Character of Nations and the Course of History,Henry Kissinger,4.5,840,11.53,849,Very Long (10+ hrs),International Diplomacy
"The Magician: The Secrets of the Immortal Nicholas Flamel, Book 2",Michael Scott,4.7,563,13.31,658,Very Long (10+ hrs),Historical Fantasy for Teens
City of Ghosts,Victoria Schwab,4.6,430,5.93,302,Medium (3-6 hrs),Paranormal & Supernatural Fantasy for Children
Life: A User’s Manual: Philosophy for Every and Any Eventuality,Julian Baggini,5.0,2,10.7,761,Very Long (10+ hrs),Philosophy of Society
Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven Strogatz,4.7,424,8.47,641,Very Long (10+ hrs),General
The Millionaire Real Estate Investor,Gary Keller,4.6,760,16.67,561,Long (6-10 hrs),Real Estate Investing & Finance
"Flawless Consulting: A Guide to Getting Your Expertise Used, Third Edition",Peter Block,4.5,266,9.88,561,Long (6-10 hrs),Business Consulting
Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,4.6,440,7.41,289,Medium (3-6 hrs),General
The Beekeeper of Aleppo: A Moving Testament to the Human Spirit,Christy Lefteri,4.6,2109,12.35,517,Long (6-10 hrs),Literary Fiction
Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven Strogatz,4.7,424,8.47,641,Very Long (10+ hrs),General
The Millionaire Real Estate Investor,Gary Keller,4.6,760,16.67,561,Long (6-10 hrs),Real Estate Investing & Finance
"Flawless Consulting: A Guide to Getting Your Expertise Used, Third Edition",Peter Block,4.5,267,9.88,561,Long (6-10 hrs),Business Consulting
Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,4.6,440,7.41,289,Medium (3-6 hrs),General
The Beekeeper of Aleppo: A Moving Testament to the Human Spirit,Christy Lefteri,4.6,2109,12.35,517,Long (6-10 hrs),Literary Fiction
"The No-BS Guide to English Vocabulary and Effective Communication: An Interactive Road-Map to Learning Words, Fixing Spellings, and Building Fluent Pronunciation Skills Forever",Jason Durham,4.9,19,6.04,194,Medium (3-6 hrs),Vocabulary
"The Mind of the Leader: How to Lead Yourself, Your People, and Your Organization for Extraordinary Results",Rasmus Hougaard,4.7,102,7.06,508,Long (6-10 hrs),Stress Management
An Introduction to Indian Philosophy,Satischandra Chatterjee,4.4,254,10.07,871,Very Long (10+ hrs),General
The Grand Design,Stephen Hawking,4.5,1433,7.41,272,Medium (3-6 hrs),Textbooks & Study Guides
The Light We Lost,Jill Santopolo,4.3,1324,80.94,436,Long (6-10 hrs),Coming of Age Fiction
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins MD PhD,4.7,317,5.65,707,Very Long (10+ hrs),New Thought Spirituality
"Don't Feed the Monkey Mind: How to Stop the Cycle of Anxiety, Fear, and Worry",Jennifer Shannon LMFT,4.6,170,6.04,249,Medium (3-6 hrs),Anxiety Disorders
Rebooting AI: Building Artificial Intelligence We Can Trust,Gary Marcus,4.5,84,10.59,444,Long (6-10 hrs),Automation & Robotics
Yajnaseni: The Story of Draupadi,Pratibha Ray,4.2,116,12.08,1189,Very Long (10+ hrs),General
Terra Incognita: 100 Maps to Survive the Next 100 Years,Dr Ian Goldin,5.0,1,10.7,821,Very Long (10+ hrs),Climate Change
Unstoppable: My Life So Far,Maria Sharapova,4.7,356,8.23,491,Long (6-10 hrs),General
ThetaHealing®: Digging for Beliefs: How to Rewire Your Subconscious Thinking for Deep Inner Healing,Vianna Stibal,4.8,104,7.06,213,Medium (3-6 hrs),Alternative & Complementary Medicine
The Prosperous Coach: Increase Income and Impact for You and Your Clients,Steve Chandler,4.7,529,6.04,260,Medium (3-6 hrs),Mentoring & Coaching
A Little History of Religion,Richard Holloway,4.5,119,8.69,549,Long (6-10 hrs),Comparative Religion
The 5 Levels of Leadership: Proven Steps to Maximize Your Potential,John C. Maxwell,4.8,780,6.02,433,Long (6-10 hrs),Leadership
The Law Book: Big Ideas Simply Explained,DK,5.0,1,10.7,943,Very Long (10+ hrs),Law History
The Places That Scare You: A Guide to Fearlessness in Difficult Times,Pema Chödrön,4.7,616,9.08,267,Medium (3-6 hrs),General
IIMA: Day to Day Economics,Satish Deodhar,4.4,638,12.11,294,Medium (3-6 hrs),General
Sister of My Heart: A Novel,Chitra Banerjee Divakaruni,4.4,209,11.3,710,Very Long (10+ hrs),Family Life Fiction
Zindagi Aais Pais,Nikhil Sachan,4.1,198,6.04,244,Medium (3-6 hrs),Fiction Short Stories
Artificial Intelligence in Practice: How 50 Successful Companies Used AI and Machine Learning to Solve Problems,Bernard Marr,3.7,41,8.47,422,Long (6-10 hrs),General
Sum: Tales from the Afterlives,David Eagleman,4.4,574,5.94,163,Short (under 3 hrs),Literature Anthologies
The Old Patagonian Express,Paul Theroux,4.2,103,11.93,1003,Very Long (10+ hrs),Adventure Travel
On Hinduism,Wendy Doniger,3.8,75,16.12,1848,Very Long (10+ hrs),General
"Vinaashkaari Pralay: Harappa, Book 2",Vineet Bajpai,4.4,91,8.05,556,Long (6-10 hrs),Fiction Sagas
"Dog Days: Diary of a Wimpy Kid, Book 4",Jeff Kinney,4.5,2681,4.94,148,Short (under 3 hrs),Humorous Fiction for Children
Everything You Ever Wanted to Know about Bureaucracy But Were Afraid to Ask,T. R. Raghunandan,4.5,45,10.59,525,Long (6-10 hrs),Literary Essays
The World: A Brief Introduction,Richard Haass,4.6,376,12.11,624,Very Long (10+ hrs),Globalisation
Originals: How Non-Conformists Change the World,Adam Grant,4.5,1353,10.7,600,Very Long (10+ hrs),Occupational & Organisational Psychology
The Amityville Horror,Jay Anson,4.6,371,7.05,388,Long (6-10 hrs),Supernaturalism
The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,4.6,586,13.63,828,Very Long (10+ hrs),Cosmology
Nietzsche's The Birth of Tragedy,Friedrich Nietzsche,4.2,91,4.23,194,Medium (3-6 hrs),Greek & Roman Philosophy
Memory Improvement: How to Improve Your Memory in Just 30 Days,Ron White,4.4,104,1.12,259,Medium (3-6 hrs),Memory Improvement
"Easy Money, Book 2: The Evolution of the Global Financial System to the Great Bubble Burst",Vivek Kaul,4.8,42,10.07,663,Very Long (10+ hrs),General
The Book of Why: The New Science of Cause and Effect,Judea Pearl,4.5,424,12.11,914,Very Long (10+ hrs),Philosophy & Science
44 Scotland Street: Series 1-3: Full-cast radio adaptations of the much-loved novels,Alexander McCall-Smith,3.9,8,5.76,204,Medium (3-6 hrs),General
The Room on the Roof,Ruskin Bond,4.6,499,5.45,228,Medium (3-6 hrs),Coming of Age Fiction
Soft Skills: The Software Developer's Life Manual,John Sonmez,4.3,180,10.07,799,Very Long (10+ hrs),Programming
Missing Out: In Praise of the Unlived Life,Adam Phillips,3.7,93,6.86,305,Medium (3-6 hrs),Freudian Theory
The Closer's Survival Guide - Third Edition,Grant Cardone,4.3,44,8.05,333,Medium (3-6 hrs),Business Careers
Pale Rider: The Spanish Flu of 1918 and How It Changed the World,Laura Spinney,4.5,529,10.7,604,Very Long (10+ hrs),Contagious Diseases
Honoring the Self: The Pyschology of Confidence and Respect,Nathaniel Branden PhD,4.4,131,21.37,424,Long (6-10 hrs),Self-Esteem
"Mental Models: 30 Thinking Tools that Separate the Average from the Exceptional: Improved Decision-Making, Logical Analysis, and Problem-Solving",Peter Hollins,4.5,142,6.04,237,Medium (3-6 hrs),Emotions
Focus: Achieving Your Highest Priorities,Stephen R. Covey,4.2,15,8.47,190,Medium (3-6 hrs),Personal Success in Business
The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,4.3,278,6.86,493,Long (6-10 hrs),General
Conquering Procrastination: How to Stop Stalling and Start Achieving!,Neil F. Fiore Ph.D.,3.4,4,17.34,314,Medium (3-6 hrs),Personal Success
Synchronicity: The Epic Quest to Understand the Quantum Nature of Cause and Effect,Paul Halpern,5.0,1,6.02,634,Very Long (10+ hrs),History of Science
"This Is How: Proven Aid in Overcoming Shyness, Molestation, Fatness, Spinsterhood, Grief, Disease, Lushery, Decrepitude & More. For Young and Old Alike.",Augusten Burroughs,4.2,452,9.88,398,Long (6-10 hrs),General
The Wealth of Nations,Adam Smith,4.5,460,18.36,2203,Very Long (10+ hrs),General
Boo Aur Anya Kahaniyan [Bu and Other Stories],Saadat Hasan Manto,5.0,5,8.05,389,Long (6-10 hrs),Fiction Short Stories
Ramayana,Ram Dass,1.9,2,6.77,267,Medium (3-6 hrs),Literary Fiction
The Three Mistakes of My Life,Chetan Bhagat,4.3,1207,6.84,515,Long (6-10 hrs),City Life Fiction
"Mistakes Were Made (But Not By Me): Why We Justify Foolish Beliefs, Bad Decisions and Hurtful Acts",Carol Tavris,4.6,450,8.05,544,Long (6-10 hrs),Social Psychology
Designing Your Life,Bill Burnett,4.6,910,8.23,378,Long (6-10 hrs),Cognitive Behavioural Psychology
Lead the Field,Earl Nightingale,4.7,58,12.08,243,Medium (3-6 hrs),Personal Success
"The Narrow Corridor: States, Societies, and the Fate of Liberty",Daron Acemoglu,4.7,96,13.17,1424,Very Long (10+ hrs),General
Death's End,Cixin Liu,4.6,1278,13.71,1751,Very Long (10+ hrs),General
Quantum Memory: Learn to Improve Your Memory with The World Memory Champion!,Dominic O'Brien,4.2,54,17.34,392,Long (6-10 hrs),Memory Improvement
The Bible Book,DK,4.6,117,13.17,997,Very Long (10+ hrs),Bible Study Guides
Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,4.7,2614,7.41,252,Medium (3-6 hrs),General
Talk Like TED: The 9 Public Speaking Secrets of the World's Top Minds,Carmine Gallo,4.6,1166,3.89,462,Long (6-10 hrs),Public Speaking
Public Speaking for Success,Dale Carnegie,4.4,99,8.47,928,Very Long (10+ hrs),Public Speaking
Anatomy of the Spirit,Caroline Myss,4.6,1085,5.36,143,Short (under 3 hrs),General
Frankenstein,Mary Shelley,4.4,3650,10.07,515,Long (6-10 hrs),Horror Fiction
A Briefer History of Time,Stephen Hawking,4.7,634,7.41,260,Medium (3-6 hrs),Cosmology
"Venture Deals, Third Edition: Be Smarter Than Your Lawyer and Venture Capitalist",Brad Feld,4.6,144,8.05,395,Long (6-10 hrs),Corporate Finance
"Goodbye Parkinson’s, Hello Life!: The Gyro-Kinetic Method for Eliminating Symptoms and Reclaiming Your Good Health",Alex Kerten,4.2,115,5.65,228,Medium (3-6 hrs),Healthy Living & Wellness
The Land of Stories: The Wishing Spell: Booktrack Edition,Chris Colfer,4.7,1614,6.02,539,Long (6-10 hrs),Fiction on Siblings for Children
The Now Habit,Neil Fiore Ph.D.,4.3,8,8.47,449,Long (6-10 hrs),General
Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,4.5,224,8.05,470,Long (6-10 hrs),Machine Theory & AI
Airport,Arthur Hailey,4.4,271,9.88,1157,Very Long (10+ hrs),Action Thriller Fiction
The Prophet,Kahlil Gibran,4.5,374,2.81,30,Short (under 3 hrs),General
